t_ms,Vc_V,ic_mA
81.940970,4.35537489,0.06446251
82.041021,4.35698524,0.06430148
82.141071,4.35859157,0.06414084
82.241121,4.36019389,0.06398061
82.341171,4.36179221,0.06382078
82.441221,4.36338653,0.06366135
82.541271,4.36497687,0.06350231
82.641321,4.36656324,0.06334368
82.741371,4.36814564,0.06318544
82.841421,4.36972409,0.06302759
82.941471,4.37129860,0.06287014
83.041521,4.37286917,0.06271308
83.141571,4.37443583,0.06255642
83.241621,4.37599856,0.06240014
83.341671,4.37755740,0.06224426
83.441721,4.37911234,0.06208877
83.541771,4.38066339,0.06193366
83.641821,4.38221057,0.06177894
83.741871,4.38375389,0.06162461
83.841921,4.38529335,0.06147067
83.941971,4.38682896,0.06131710
84.042021,4.38836074,0.06116393
84.142071,4.38988869,0.06101113
84.242121,4.39141282,0.06085872
84.342171,4.39293315,0.06070668
84.442221,4.39444968,0.06055503
84.542271,4.39596242,0.06040376
84.642321,4.39747138,0.06025286
84.742371,4.39897657,0.06010234
84.842421,4.40047801,0.05995220
84.942471,4.40197569,0.05980243
85.042521,4.40346963,0.05965304
85.142571,4.40495983,0.05950402
85.242621,4.40644632,0.05935537
85.342671,4.40792909,0.05920709
85.442721,4.40940816,0.05905918
85.542771,4.41088353,0.05891165
85.642821,4.41235522,0.05876448
85.742871,4.41382323,0.05861768
85.842921,4.41528757,0.05847124
85.942971,4.41674825,0.05832517
86.043022,4.41820529,0.05817947
86.143072,4.41965869,0.05803413
86.243122,4.42110845,0.05788915
86.343172,4.42255459,0.05774454
86.443222,4.42399713,0.05760029
86.543272,4.42543605,0.05745639
86.643322,4.42687139,0.05731286
86.743372,4.42830313,0.05716969
86.843422,4.42973130,0.05702687
86.943472,4.43115591,0.05688441
87.043522,4.43257695,0.05674231
87.143572,4.43399444,0.05660056
87.243622,4.43540840,0.05645916
87.343672,4.43681882,0.05631812
87.443722,4.43822571,0.05617743
87.543772,4.43962910,0.05603709
87.643822,4.44102897,0.05589710
87.743872,4.44242535,0.05575746
87.843922,4.44381824,0.05561818
87.943972,4.44520765,0.05547923
88.044022,4.44659360,0.05534064
88.144072,4.44797607,0.05520239
88.244122,4.44935510,0.05506449
88.344172,4.45073068,0.05492693
88.444222,4.45210282,0.05478972
88.544272,4.45347154,0.05465285
88.644322,4.45483683,0.05451632
88.744372,4.45619872,0.05438013
88.844422,4.45755720,0.05424428
88.944472,4.45891229,0.05410877
89.044522,4.46026400,0.05397360
89.144572,4.46161233,0.05383877
89.244622,4.46295729,0.05370427
89.344672,4.46429889,0.05357011
89.444722,4.46563713,0.05343629
89.544772,4.46697204,0.05330280
89.644822,4.46830361,0.05316964
89.744872,4.46963185,0.05303681
89.844922,4.47095678,0.05290432
89.944972,4.47227840,0.05277216
90.045023,4.47359671,0.05264033
90.145073,4.47491173,0.05250883
90.245123,4.47622347,0.05237765
90.345173,4.47753193,0.05224681
90.445223,4.47883712,0.05211629
90.545273,4.48013905,0.05198610
90.645323,4.48143773,0.05185623
90.745373,4.48273316,0.05172668
90.845423,4.48402536,0.05159746
90.945473,4.48531433,0.05146857
91.045523,4.48660007,0.05133999
91.145573,4.48788261,0.05121174
91.245623,4.48916195,0.05108381
91.345673,4.49043808,0.05095619
91.445723,4.49171103,0.05082890
91.545773,4.49298080,0.05070192
91.645823,4.49424740,0.05057526
91.745873,4.49551083,0.05044892
91.845923,4.49677111,0.05032289
91.945973,4.49802824,0.05019718
92.046023,4.49928223,0.05007178
92.146073,4.50053308,0.04994669
92.246123,4.50178081,0.04982192
92.346173,4.50302543,0.04969746
92.446223,4.50426693,0.04957331
92.546273,4.50550533,0.04944947
92.646323,4.50674064,0.04932594
92.746373,4.50797287,0.04920271
92.846423,4.50920201,0.04907980
92.946473,4.51042809,0.04895719
93.046523,4.51165110,0.04883489
93.146573,4.51287106,0.04871289
93.246623,4.51408797,0.04859120
93.346673,4.51530183,0.04846982
93.446723,4.51651267,0.04834873
93.546773,4.51772048,0.04822795
93.646823,4.51892528,0.04810747
93.746873,4.52012706,0.04798729
93.846923,4.52132585,0.04786742
93.946973,4.52252163,0.04774784
94.047024,4.52371443,0.04762856
94.147074,4.52490425,0.04750957
94.247124,4.52609110,0.04739089
94.347174,4.52727499,0.04727250
94.447224,4.52845591,0.04715441
94.547274,4.52963389,0.04703661
94.647324,4.53080892,0.04691911
94.747374,4.53198102,0.04680190
94.847424,4.53315019,0.04668498
94.947474,4.53431644,0.04656836
95.047524,4.53547978,0.04645202
95.147574,4.53664021,0.04633598
95.247624,4.53779774,0.04622023
95.347674,4.53895238,0.04610476
95.447724,4.54010413,0.04598959
95.547774,4.54125301,0.04587470
95.647824,4.54239901,0.04576010
95.747874,4.54354216,0.04564578
95.847924,4.54468245,0.04553176
95.947974,4.54581989,0.04541801
96.048024,4.54695449,0.04530455
96.148074,4.54808625,0.04519137
96.248124,4.54921519,0.04507848
96.348174,4.55034131,0.04496587
96.448224,4.55146461,0.04485354
96.548274,4.55258511,0.04474149
96.648324,4.55370280,0.04462972
96.748374,4.55481771,0.04451823
96.848424,4.55592983,0.04440702
96.948474,4.55703917,0.04429608
97.048524,4.55814575,0.04418543
97.148574,4.55924955,0.04407504
97.248624,4.56035060,0.04396494
97.348674,4.56144890,0.04385511
97.448724,4.56254446,0.04374555
97.548774,4.56363728,0.04363627
97.648824,4.56472737,0.04352726
97.748874,4.56581473,0.04341853
97.848924,4.56689938,0.04331006
97.948974,4.56798132,0.04320187
98.049025,4.56906056,0.04309394
98.149075,4.57013710,0.04298629
98.249125,4.57121095,0.04287891
98.349175,4.57228212,0.04277179
98.449225,4.57335061,0.04266494
98.549275,4.57441643,0.04255836
98.649325,4.57547959,0.04245204
98.749375,4.57654010,0.04234599
98.849425,4.57759796,0.04224020
98.949475,4.57865317,0.04213468
99.049525,4.57970575,0.04202943
99.149575,4.58075569,0.04192443
99.249625,4.58180302,0.04181970
99.349675,4.58284773,0.04171523
99.449725,4.58388982,0.04161102
99.549775,4.58492932,0.04150707
99.649825,4.58596622,0.04140338
99.749875,4.58700053,0.04129995
99.849925,4.58803225,0.04119677
99.949975,4.58906140,0.04109386
100.050025,4.59008797,0.04099120
100.150075,4.59111199,0.04088880
100.250125,4.59213344,0.04078666
100.350175,4.59315234,0.04068477
100.450225,4.59416870,0.04058313
100.550275,4.59518251,0.04048175
100.650325,4.59619380,0.04038062
100.750375,4.59720256,0.04027974
100.850425,4.59820880,0.04017912
100.950475,4.59921252,0.04007875
101.050525,4.60021374,0.03997863
101.150575,4.60121245,0.03987875
101.250625,4.60220868,0.03977913
101.350675,4.60320241,0.03967976
101.450725,4.60419366,0.03958063
101.550775,4.60518243,0.03948176
101.650825,4.60616874,0.03938313
101.750875,4.60715257,0.03928474
101.850925,4.60813396,0.03918660
101.950975,4.60911289,0.03908871
102.051026,4.61008937,0.03899106
102.151076,4.61106342,0.03889366
102.251126,4.61203503,0.03879650
102.351176,4.61300421,0.03869958
102.451226,4.61397098,0.03860290
102.551276,4.61493533,0.03850647
102.651326,4.61589727,0.03841027
102.751376,4.61685680,0.03831432
102.851426,4.61781394,0.03821861
102.951476,4.61876869,0.03812313
103.051526,4.61972106,0.03802789
103.151576,4.62067104,0.03793290
103.251626,4.62161865,0.03783813
103.351676,4.62256390,0.03774361
103.451726,4.62350678,0.03764932
103.551776,4.62444731,0.03755527
103.651826,4.62538548,0.03746145
103.751876,4.62632132,0.03736787
103.851926,4.62725481,0.03727452
103.951976,4.62818598,0.03718140
104.052026,4.62911481,0.03708852
104.152076,4.63004133,0.03699587
104.252126,4.63096554,0.03690345
104.352176,4.63188743,0.03681126
104.452226,4.63280702,0.03671930
104.552276,4.63372431,0.03662757
104.652326,4.63463932,0.03653607
104.752376,4.63555203,0.03644480
104.852426,4.63646247,0.03635375
104.952476,4.63737063,0.03626294
105.052526,4.63827653,0.03617235
105.152576,4.63918016,0.03608198
105.252626,4.64008153,0.03599185
105.352676,4.64098065,0.03590193
105.452726,4.64187753,0.03581225
105.552776,4.64277216,0.03572278
105.652826,4.64366456,0.03563354
105.752876,4.64455473,0.03554453
105.852926,4.64544268,0.03545573
105.952976,4.64632841,0.03536716
106.053027,4.64721192,0.03527881
106.153077,4.64809323,0.03519068
106.253127,4.64897234,0.03510277
106.353177,4.64984925,0.03501508
106.453227,4.65072397,0.03492760
106.553277,4.65159651,0.03484035
106.653327,4.65246686,0.03475331
106.753377,4.65333504,0.03466650
106.853427,4.65420105,0.03457989
106.953477,4.65506490,0.03449351
107.053527,4.65592659,0.03440734
107.153577,4.65678613,0.03432139
107.253627,4.65764352,0.03423565
107.353677,4.65849877,0.03415012
107.453727,4.65935189,0.03406481
107.553777,4.66020287,0.03397971
107.653827,4.66105172,0.03389483
107.753877,4.66189846,0.03381015
107.853927,4.66274308,0.03372569
107.953977,4.66358559,0.03364144
108.054027,4.66442599,0.03355740
108.154077,4.66526430,0.03347357
108.254127,4.66610051,0.03338995
108.354177,4.66693463,0.03330654
108.454227,4.66776667,0.03322333
108.554277,4.66859663,0.03314034
108.654327,4.66942452,0.03305755
108.754377,4.67025034,0.03297497
108.854427,4.67107410,0.03289259
108.954477,4.67189579,0.03281042
109.054527,4.67271544,0.03272846
109.154577,4.67353304,0.03264670
109.254627,4.67434859,0.03256514
109.354677,4.67516211,0.03248379
109.454727,4.67597360,0.03240264
109.554777,4.67678305,0.03232169
109.654827,4.67759049,0.03224095
109.754877,4.67839591,0.03216041
109.854927,4.67919932,0.03208007
109.954977,4.68000072,0.03199993
110.055028,4.68080012,0.03191999
110.155078,4.68159752,0.03184025
110.255128,4.68239293,0.03176071
110.355178,4.68318635,0.03168137
110.455228,4.68397779,0.03160222
110.555278,4.68476725,0.03152327
110.655328,4.68555474,0.03144453
110.755378,4.68634027,0.03136597
110.855428,4.68712383,0.03128762
110.955478,4.68790543,0.03120946
111.055528,4.68868508,0.03113149
111.155578,4.68946279,0.03105372
111.255628,4.69023855,0.03097615
111.355678,4.69101237,0.03089876
111.455728,4.69178426,0.03082157
111.555778,4.69255422,0.03074458
111.655828,4.69332226,0.03066777
111.755878,4.69408838,0.03059116
111.855928,4.69485258,0.03051474
111.955978,4.69561488,0.03043851
112.056028,4.69637527,0.03036247
112.156078,4.69713376,0.03028662
112.256128,4.69789036,0.03021096
112.356178,4.69864507,0.03013549
112.456228,4.69939789,0.03006021
112.556278,4.70014883,0.02998512
112.656328,4.70089790,0.02991021
112.756378,4.70164509,0.02983549
112.856428,4.70239042,0.02976096
112.956478,4.70313389,0.02968661
113.056528,4.70387550,0.02961245
113.156578,4.70461525,0.02953847
113.256628,4.70535316,0.02946468
113.356678,4.70608923,0.02939108
113.456728,4.70682345,0.02931765
113.556778,4.70755584,0.02924442
113.656828,4.70828641,0.02917136
113.756878,4.70901514,0.02909849
113.856928,4.70974206,0.02902579
113.956978,4.71046716,0.02895328
114.057029,4.71119045,0.02888096
114.157079,4.71191193,0.02880881
114.257129,4.71263161,0.02873684
114.357179,4.71334949,0.02866505
114.457229,4.71406558,0.02859344
114.557279,4.71477988,0.02852201
114.657329,4.71549240,0.02845076
114.757379,4.71620313,0.02837969
114.857429,4.71691209,0.02830879
114.957479,4.71761928,0.02823807
115.057529,4.71832470,0.02816753
115.157579,4.71902836,0.02809716
115.257629,4.71973027,0.02802697
115.357679,4.72043042,0.02795696
115.457729,4.72112882,0.02788712
115.557779,4.72182547,0.02781745
115.657829,4.72252039,0.02774796
115.757879,4.72321356,0.02767864
115.857929,4.72390501,0.02760950
115.957979,4.72459473,0.02754053
116.058029,4.72528273,0.02747173
116.158079,4.72596901,0.02740310
116.258129,4.72665357,0.02733464
116.358179,4.72733642,0.02726636
116.458229,4.72801757,0.02719824
116.558279,4.72869702,0.02713030
116.658329,4.72937477,0.02706252
116.758379,4.73005082,0.02699492
116.858429,4.73072519,0.02692748
116.958479,4.73139787,0.02686021
117.058529,4.73206887,0.02679311
117.158579,4.73273820,0.02672618
117.258629,4.73340585,0.02665941
117.358679,4.73407184,0.02659282
117.458729,4.73473616,0.02652638
117.558779,4.73539882,0.02646012
117.658829,4.73605983,0.02639402
117.758879,4.73671918,0.02632808
117.858929,4.73737689,0.02626231
117.958979,4.73803296,0.02619670
118.059030,4.73868738,0.02613126
118.159080,4.73934018,0.02606598
118.259130,4.73999134,0.02600087
118.359180,4.74064087,0.02593591
118.459230,4.74128878,0.02587112
118.559280,4.74193508,0.02580649
118.659330,4.74257975,0.02574202
118.759380,4.74322282,0.02567772
118.859430,4.74386428,0.02561357
118.959480,4.74450414,0.02554959
119.059530,4.74514240,0.02548576
119.159580,4.74577907,0.02542209
119.259630,4.74641414,0.02535859
119.359680,4.74704763,0.02529524
119.459730,4.74767954,0.02523205
119.559780,4.74830987,0.02516901
119.659830,4.74893862,0.02510614
119.759880,4.74956580,0.02504342
119.859930,4.75019142,0.02498086
119.959980,4.75081547,0.02491845
120.060030,4.75143797,0.02485620
120.160080,4.75205891,0.02479411
120.260130,4.75267829,0.02473217
120.360180,4.75329614,0.02467039
120.460230,4.75391243,0.02460876
120.560280,4.75452719,0.02454728
120.660330,4.75514041,0.02448596
120.760380,4.75575210,0.02442479
120.860430,4.75636226,0.02436377
120.960480,4.75697090,0.02430291
121.060530,4.75757802,0.02424220
121.160580,4.75818362,0.02418164
121.260630,4.75878771,0.02412123
121.360680,4.75939028,0.02406097
121.460730,4.75999136,0.02400086
121.560780,4.76059093,0.02394091
121.660830,4.76118900,0.02388110
121.760880,4.76178558,0.02382144
121.860930,4.76238067,0.02376193
121.960980,4.76297428,0.02370257
122.061031,4.76356640,0.02364336
122.161081,4.76415704,0.02358430
122.261131,4.76474620,0.02352538
122.361181,4.76533389,0.02346661
122.461231,4.76592012,0.02340799
122.561281,4.76650488,0.02334951
122.661331,4.76708818,0.02329118
122.761381,4.76767002,0.02323300
122.861431,4.76825041,0.02317496
122.961481,4.76882935,0.02311706
123.061531,4.76940685,0.02305932
123.161581,4.76998290,0.02300171
123.261631,4.77055751,0.02294425
123.361681,4.77113068,0.02288693
123.461731,4.77170243,0.02282976
123.561781,4.77227274,0.02277273
123.661831,4.77284163,0.02271584
123.761881,4.77340910,0.02265909
123.861931,4.77397516,0.02260248
123.961981,4.77453980,0.02254602
124.062031,4.77510302,0.02248970
124.162081,4.77566484,0.02243352
124.262131,4.77622526,0.02237747
124.362181,4.77678428,0.02232157
124.462231,4.77734190,0.02226581
124.562281,4.77789813,0.02221019
124.662331,4.77845297,0.02215470
124.762381,4.77900642,0.02209936
124.862431,4.77955849,0.02204415
124.962481,4.78010918,0.02198908
125.062531,4.78065849,0.02193415
125.162581,4.78120644,0.02187936
125.262631,4.78175301,0.02182470
125.362681,4.78229822,0.02177018
125.462731,4.78284206,0.02171579
125.562781,4.78338455,0.02166154
125.662831,4.78392568,0.02160743
125.762881,4.78446546,0.02155345
125.862931,4.78500390,0.02149961
125.962981,4.78554098,0.02144590
126.063032,4.78607673,0.02139233
126.163082,4.78661114,0.02133889
126.263132,4.78714421,0.02128558
126.363182,4.78767595,0.02123241
126.463232,4.78820636,0.02117936
126.563282,4.78873545,0.02112646
126.663332,4.78926321,0.02107368
126.763382,4.78978966,0.02102103
126.863432,4.79031479,0.02096852
126.963482,4.79083861,0.02091614
127.063532,4.79136112,0.02086389
127.163582,4.79188233,0.02081177
127.263632,4.79240223,0.02075978
127.363682,4.79292084,0.02070792
127.463732,4.79343815,0.02065619
127.563782,4.79395416,0.02060458
127.663832,4.79446889,0.02055311
127.763882,4.79498234,0.02050177
127.863932,4.79549450,0.02045055
127.963982,4.79600538,0.02039946
128.064032,4.79651498,0.02034850
128.164082,4.79702331,0.02029767
128.264132,4.79753037,0.02024696
128.364182,4.79803617,0.02019638
128.464232,4.79854070,0.02014593
128.564282,4.79904397,0.02009560
128.664332,4.79954598,0.02004540
128.764382,4.80004674,0.01999533
128.864432,4.80054625,0.01994538
128.964482,4.80104451,0.01989555
129.064532,4.80154152,0.01984585
129.164582,4.80203730,0.01979627
129.264632,4.80253183,0.01974682
129.364682,4.80302513,0.01969749
129.464732,4.80351720,0.01964828
129.564782,4.80400804,0.01959920
129.664832,4.80449765,0.01955023
129.764882,4.80498604,0.01950140
129.864932,4.80547321,0.01945268
129.964982,4.80595916,0.01940408
130.065033,4.80644390,0.01935561
130.165083,4.80692743,0.01930726
130.265133,4.80740975,0.01925903
130.365183,4.80789086,0.01921091
130.465233,4.80837078,0.01916292
130.565283,4.80884949,0.01911505
130.665333,4.80932701,0.01906730
130.765383,4.80980333,0.01901967
130.865433,4.81027847,0.01897215
130.965483,4.81075242,0.01892476
131.065533,4.81122518,0.01887748
131.165583,4.81169676,0.01883032
131.265633,4.81216717,0.01878328
131.365683,4.81263640,0.01873636
131.465733,4.81310446,0.01868955
131.565783,4.81357134,0.01864287
131.665833,4.81403707,0.01859629
131.765883,4.81450163,0.01854984
131.865933,4.81496502,0.01850350
131.965983,4.81542726,0.01845727
132.066033,4.81588835,0.01841116
132.166083,4.81634828,0.01836517
132.266133,4.81680707,0.01831929
132.366183,4.81726471,0.01827353
132.466233,4.81772120,0.01822788
132.566283,4.81817656,0.01818234
132.666333,4.81863078,0.01813692
132.766383,4.81908386,0.01809161
132.866433,4.81953581,0.01804642
132.966483,4.81998663,0.01800134
133.066533,4.82043633,0.01795637
133.166583,4.82088490,0.01791151
133.266633,4.82133235,0.01786676
133.366683,4.82177869,0.01782213
133.466733,4.82222391,0.01777761
133.566783,4.82266801,0.01773320
133.666833,4.82311101,0.01768890
133.766883,4.82355290,0.01764471
133.866933,4.82399369,0.01760063
133.966983,4.82443337,0.01755666
134.067034,4.82487196,0.01751280
134.167084,4.82530945,0.01746905
134.267134,4.82574585,0.01742541
134.367184,4.82618116,0.01738188
134.467234,4.82661538,0.01733846
134.567284,4.82704852,0.01729515
134.667334,4.82748057,0.01725194
134.767384,4.82791155,0.01720885
134.867434,4.82834145,0.01716586
134.967484,4.82877027,0.01712297
135.067534,4.82919802,0.01708020
135.167584,4.82962471,0.01703753
135.267634,4.83005033,0.01699497
135.367684,4.83047488,0.01695251
135.467734,4.83089838,0.01691016
135.567784,4.83132082,0.01686792
135.667834,4.83174220,0.01682578
135.767884,4.83216253,0.01678375
135.867934,4.83258181,0.01674182
135.967984,4.83300004,0.01670000
136.068034,4.83341722,0.01665828
136.168084,4.83383337,0.01661666
136.268134,4.83424847,0.01657515
136.368184,4.83466254,0.01653375
136.468234,4.83507558,0.01649244
136.568284,4.83548758,0.01645124
136.668334,4.83589855,0.01641015
136.768384,4.83630850,0.01636915
136.868434,4.83671742,0.01632826
136.968484,4.83712532,0.01628747
137.068534,4.83753220,0.01624678
137.168584,4.83793806,0.01620619
137.268634,4.83834291,0.01616571
137.368684,4.83874675,0.01612532
137.468734,4.83914959,0.01608504
137.568784,4.83955141,0.01604486
137.668834,4.83995223,0.01600478
137.768884,4.84035205,0.01596480
137.868934,4.84075087,0.01592491
137.968984,4.84114869,0.01588513
138.069035,4.84154552,0.01584545
138.169085,4.84194136,0.01580586
138.269135,4.84233621,0.01576638
138.369185,4.84273008,0.01572699
138.469235,4.84312296,0.01568770
138.569285,4.84351486,0.01564851
138.669335,4.84390578,0.01560942
138.769385,4.84429572,0.01557043
138.869435,4.84468469,0.01553153
138.969485,4.84507268,0.01549273
139.069535,4.84545971,0.01545403
139.169585,4.84584577,0.01541542
139.269635,4.84623087,0.01537691
139.369685,4.84661500,0.01533850
139.469735,4.84699818,0.01530018
139.569785,4.84738040,0.01526196
139.669835,4.84776166,0.01522383
139.769885,4.84814197,0.01518580
139.869935,4.84852133,0.01514787
139.969985,4.84889974,0.01511003
140.070035,4.84927721,0.01507228
140.170085,4.84965374,0.01503463
140.270135,4.85002932,0.01499707
140.370185,4.85040396,0.01495960
140.470235,4.85077767,0.01492223
140.570285,4.85115045,0.01488495
140.670335,4.85152230,0.01484777
140.770385,4.85189321,0.01481068
140.870435,4.85226320,0.01477368
140.970485,4.85263227,0.01473677
141.070535,4.85300041,0.01469996
141.170585,4.85336763,0.01466324
141.270635,4.85373394,0.01462661
141.370685,4.85409933,0.01459007
141.470735,4.85446381,0.01455362
141.570785,4.85482737,0.01451726
141.670835,4.85519003,0.01448100
141.770885,4.85555179,0.01444482
141.870935,4.85591264,0.01440874
141.970985,4.85627259,0.01437274
142.071036,4.85663163,0.01433684
142.171086,4.85698979,0.01430102
142.271136,4.85734704,0.01426530
142.371186,4.85770341,0.01422966
142.471236,4.85805888,0.01419411
142.571286,4.85841347,0.01415865
142.671336,4.85876717,0.01412328
142.771386,4.85911999,0.01408800
142.871436,4.85947192,0.01405281
142.971486,4.85982298,0.01401770
143.071536,4.86017316,0.01398268
143.171586,4.86052247,0.01394775
143.271636,4.86087090,0.01391291
143.371686,4.86121846,0.01387815
143.471736,4.86156515,0.01384348
143.571786,4.86191098,0.01380890
143.671836,4.86225594,0.01377441
143.771886,4.86260005,0.01374000
143.871936,4.86294329,0.01370567
143.971986,4.86328567,0.01367143
144.072036,4.86362720,0.01363728
144.172086,4.86396788,0.01360321
144.272136,4.86430770,0.01356923
144.372186,4.86464668,0.01353533
144.472236,4.86498481,0.01350152
144.572286,4.86532210,0.01346779
144.672336,4.86565854,0.01343415
144.772386,4.86599414,0.01340059
144.872436,4.86632890,0.01336711
144.972486,4.86666283,0.01333372
145.072536,4.86699592,0.01330041
145.172586,4.86732818,0.01326718
145.272636,4.86765961,0.01323404
145.372686,4.86799022,0.01320098
145.472736,4.86831999,0.01316800
145.572786,4.86864895,0.01313511
145.672836,4.86897708,0.01310229
145.772886,4.86930439,0.01306956
145.872936,4.86963088,0.01303691
145.972986,4.86995656,0.01300434
146.073037,4.87028143,0.01297186
146.173087,4.87060548,0.01293945
146.273137,4.87092872,0.01290713
146.373187,4.87125116,0.01287488
146.473237,4.87157279,0.01284272
146.573287,4.87189362,0.01281064
146.673337,4.87221364,0.01277864
146.773387,4.87253287,0.01274671
146.873437,4.87285130,0.01271487
146.973487,4.87316893,0.01268311
147.073537,4.87348577,0.01265142
147.173587,4.87380182,0.01261982
147.273637,4.87411708,0.01258829
147.373687,4.87443155,0.01255684
147.473737,4.87474524,0.01252548
147.573787,4.87505814,0.01249419
147.673837,4.87537026,0.01246297
147.773887,4.87568160,0.01243184
147.873937,4.87599216,0.01240078
147.973987,4.87630195,0.01236981
148.074037,4.87661096,0.01233890
148.174087,4.87691920,0.01230808
148.274137,4.87722668,0.01227733
148.374187,4.87753338,0.01224666
148.474237,4.87783932,0.01221607
148.574287,4.87814449,0.01218555
148.674337,4.87844890,0.01215511
148.774387,4.87875255,0.01212475
148.874437,4.87905544,0.01209446
148.974487,4.87935757,0.01206424
149.074537,4.87965895,0.01203410
149.174587,4.87995958,0.01200404
149.274637,4.88025946,0.01197405
149.374687,4.88055858,0.01194414
149.474737,4.88085696,0.01191430
149.574787,4.88115460,0.01188454
149.674837,4.88145149,0.01185485
149.774887,4.88174764,0.01182524
149.874937,4.88204305,0.01179570
149.974987,4.88233772,0.01176623
150.075038,4.88263165,0.01173683
150.175088,4.88292485,0.01170751
150.275138,4.88321732,0.01167827
150.375188,4.88350906,0.01164909
150.475238,4.88380007,0.01161999
150.575288,4.88409035,0.01159096
150.675338,4.88437991,0.01156201
150.775388,4.88466874,0.01153313
150.875438,4.88495685,0.01150431
150.975488,4.88524425,0.01147558
151.075538,4.88553092,0.01144691
151.175588,4.88581688,0.01141831
151.275638,4.88610212,0.01138979
151.375688,4.88638665,0.01136133
151.475738,4.88667047,0.01133295
151.575788,4.88695358,0.01130464
151.675838,4.88723599,0.01127640
151.775888,4.88751769,0.01124823
151.875938,4.88779868,0.01122013
151.975988,4.88807897,0.01119210
152.076038,4.88835857,0.01116414
152.176088,4.88863746,0.01113625
152.276138,4.88891566,0.01110843
152.376188,4.88919316,0.01108068
152.476238,4.88946997,0.01105300
152.576288,4.88974609,0.01102539
152.676338,4.89002152,0.01099785
152.776388,4.89029626,0.01097037
152.876438,4.89057031,0.01094297
152.976488,4.89084368,0.01091563
153.076538,4.89111637,0.01088836
153.176588,4.89138837,0.01086116
153.276638,4.89165970,0.01083403
153.376688,4.89193034,0.01080697
153.476738,4.89220032,0.01077997
153.576788,4.89246961,0.01075304
153.676838,4.89273824,0.01072618
153.776888,4.89300619,0.01069938
153.876938,4.89327347,0.01067265
153.976988,4.89354009,0.01064599
154.077039,4.89380604,0.01061940
154.177089,4.89407133,0.01059287
154.277139,4.89433595,0.01056641
154.377189,4.89459991,0.01054001
154.477239,4.89486321,0.01051368
154.577289,4.89512586,0.01048741
154.677339,4.89538785,0.01046122
154.777389,4.89564918,0.01043508
154.877439,4.89590986,0.01040901
154.977489,4.89616989,0.01038301
155.077539,4.89642927,0.01035707
155.177589,4.89668801,0.01033120
155.277639,4.89694609,0.01030539
155.377689,4.89720353,0.01027965
155.477739,4.89746033,0.01025397
155.577789,4.89771649,0.01022835
155.677839,4.89797201,0.01020280
155.777889,4.89822689,0.01017731
155.877939,4.89848113,0.01015189
155.977989,4.89873473,0.01012653
156.078039,4.89898771,0.01010123
156.178089,4.89924005,0.01007600
156.278139,4.89949176,0.01005082
156.378189,4.89974284,0.01002572
156.478239,4.89999330,0.01000067
156.578289,4.90024313,0.00997569
156.678339,4.90049233,0.00995077
156.778389,4.90074091,0.00992591
156.878439,4.90098888,0.00990111
156.978489,4.90123622,0.00987638
157.078539,4.90148294,0.00985171
157.178589,4.90172905,0.00982709
157.278639,4.90197454,0.00980255
157.378689,4.90221942,0.00977806
157.478739,4.90246369,0.00975363
157.578789,4.90270735,0.00972927
157.678839,4.90295040,0.00970496
157.778889,4.90319284,0.00968072
157.878939,4.90343468,0.00965653
157.978989,4.90367591,0.00963241
158.079040,4.90391654,0.00960835
158.179090,4.90415657,0.00958434
158.279140,4.90439600,0.00956040
158.379190,4.90463483,0.00953652
158.479240,4.90487306,0.00951269
158.579290,4.90511070,0.00948893
158.679340,4.90534775,0.00946523
158.779390,4.90558420,0.00944158
158.879440,4.90582006,0.00941799
158.979490,4.90605533,0.00939447
159.079540,4.90629002,0.00937100
159.179590,4.90652412,0.00934759
159.279640,4.90675763,0.00932424
159.379690,4.90699056,0.00930094
159.479740,4.90722291,0.00927771
159.579790,4.90745468,0.00925453
159.679840,4.90768587,0.00923141
159.779890,4.90791648,0.00920835
159.879940,4.90814652,0.00918535
159.979990,4.90837598,0.00916240
160.080040,4.90860487,0.00913951
160.180090,4.90883319,0.00911668
160.280140,4.90906093,0.00909391
160.380190,4.90928811,0.00907119
160.480240,4.90951472,0.00904853
160.580290,4.90974076,0.00902592
160.680340,4.90996624,0.00900338
160.780390,4.91019116,0.00898088
160.880440,4.91041551,0.00895845
160.980490,4.91063930,0.00893607
161.080540,4.91086254,0.00891375
161.180590,4.91108522,0.00889148
161.280640,4.91130734,0.00886927
161.380690,4.91152890,0.00884711
161.480740,4.91174991,0.00882501
161.580790,4.91197037,0.00880296
161.680840,4.91219028,0.00878097
161.780890,4.91240964,0.00875904
161.880940,4.91262845,0.00873715
161.980990,4.91284672,0.00871533
162.081041,4.91306444,0.00869356
162.181091,4.91328161,0.00867184
162.281141,4.91349825,0.00865018
162.381191,4.91371434,0.00862857
162.481241,4.91392989,0.00860701
162.581291,4.91414491,0.00858551
162.681341,4.91435938,0.00856406
162.781391,4.91457332,0.00854267
162.881441,4.91478673,0.00852133
162.981491,4.91499960,0.00850004
163.081541,4.91521194,0.00847881
163.181591,4.91542376,0.00845762
163.281641,4.91563504,0.00843650
163.381691,4.91584579,0.00841542
163.481741,4.91605602,0.00839440
163.581791,4.91626572,0.00837343
163.681841,4.91647490,0.00835251
163.781891,4.91668356,0.00833164
163.881941,4.91689169,0.00831083
163.981991,4.91709931,0.00829007
164.082041,4.91730640,0.00826936
